ID,title,seller_title,additional_details,cache_price,cancellation,city,cms_activity_type,country,day_time,description,duration,ending_point,exclusions,highlights,images,inclusions,pickup_instructions,starting_point,tags,transfer,travel_group,travel_theme,type
TRA_57774,Hakone Sightseeing Cruise(Hakonemachi to Togendai),Hakone Sightseeing Cruise(Hakonemachi to Togendai),Opening hours Monday-Sunday: 09:30-16:20,,Non-Refundable,Hakone,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Approx. 25-40 minute sightseeing cruise from Togendai-ko to Hakone-machi-ko/Moto-Hakone-ko. The Hakone scenery seen from the lake is completely beautiful. In the ship, 3D art and pirate objects, etc., can be enjoyed by children and adults alike. A one-way / round-trip regular ticket from Hakone-machi Port to Motohakone Port and Togendai Port. You can use the special room at an additional 1,110 yen paying at the counter
Approx. 25-40 minute sightseeing cruise from Togendai-ko to Hakone-machi-ko/Moto-Hakone-ko. The Hakone scenery seen from the lake is completely beautiful. In the ship, 3D art and pirate objects, etc., can be enjoyed by children and adults alike.
A one-way / round-trip regular ticket from Hakone-machi Port to Motohakone Port and Togendai Port.
You can use the special room at an additional 1,110 yen paying at the counter",,,"Meals and beverages
Other personal expenses
Additional charge for special room",,"[{img_url=TRA_57774, img_alt=Hakone Sightseeing Cruise(Hakonemachi to Togendai)}]",1 Hakone Sightseeing Cruise One-way Regular ticket(s),,,Tickets & Attraction Passes,none,Family,"CITY, CULTURE",
TRA_57775,Hakone Komagatake Ropeway Round-Trip Ticket,Hakone Komagatake Ropeway Round-Trip Ticket,"Last admission: 16 : 30/ up
Last admission: 16 : 50/ down
The opening hours may be slightly adjusted depending on the season
Some facilities and activities may be closed depending on the season",,Non-Refundable,Hakone,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Carry passengers 950 meters (3,116 feet), making it the highest vertical aerial tramway in the country Soars through the clouds to provide views of Japan's highest mountain- Mt. Fuji, as well as the seven Izu Island and expansive coastline Lead through the forest with limited panoramic views of surrounding scenery and can get closed when there's volcanic activity Several attractions are located in the area around the ropeway's lower station at the shores of Lake Ashinoko, known as Hakone-en “Hakone Komagatake Ropeway” is a sightseeing ropeway that connects from Hakone-en to the height of Hakone Komagatake. You can casually enjoy the magnificent prospect seeing from the ropeway on the highest place of Japan that only climber used to enjoy. The whole length is 1,783 meters, and it takes about seven minutes one way on the mountain slope that seasonal alpine flora blooms. We recommend the height of Mt. Komagatake, that is full of attraction of nature such as celestial observations or hiking course, not only for the people who want to see the magnificent prospect but beginners of Hakone sightseeing. What you can see from Sancho station (summit station) of 1,327 meters above sea level is the panoramic view of Hakone such as Lake Ashino-ko. Beautiful panoramic views like Mt. Fuji, Suruga bay and Miura Peninsula in far distance widespread on good weather day. There is observation deck and “Hakone Mototsumiya” known as shrine pavilion of sky on the top of Mt. Hakone Komagatake, so please enjoy the view.
Carry passengers 950 meters (3,116 feet), making it the highest vertical aerial tramway in the country
Soars through the clouds to provide views of Japan's highest mountain- Mt. Fuji, as well as the seven Izu Island and expansive coastline
Lead through the forest with limited panoramic views of surrounding scenery and can get closed when there's volcanic activity
Several attractions are located in the area around the ropeway's lower station at the shores of Lake Ashinoko, known as Hakone-en
“Hakone Komagatake Ropeway” is a sightseeing ropeway that connects from Hakone-en to the height of Hakone Komagatake. You can casually enjoy the magnificent prospect seeing from the ropeway on the highest place of Japan that only climber used to enjoy. The whole length is 1,783 meters, and it takes about seven minutes one way on the mountain slope that seasonal alpine flora blooms. We recommend the height of Mt. Komagatake, that is full of attraction of nature such as celestial observations or hiking course, not only for the people who want to see the magnificent prospect but beginners of Hakone sightseeing. What you can see from Sancho station (summit station) of 1,327 meters above sea level is the panoramic view of Hakone such as Lake Ashino-ko. Beautiful panoramic views like Mt. Fuji, Suruga bay and Miura Peninsula in far distance widespread on good weather day. There is observation deck and “Hakone Mototsumiya” known as shrine pavilion of sky on the top of Mt. Hakone Komagatake, so please enjoy the view.",,,Other personal expenses,,"[{img_url=TRA_57775, img_alt=Hakone Komagatake Ropeway Round-Trip Ticket}]",Ropeway round-trip ticket(s),,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo","CITY, CULTURE, NATURE",
TRA_57776,Umeda Sky Building & Kuchu Teien Observatory Ticket in Osaka,Umeda Sky Building & Kuchu Teien Observatory Ticket in Osaka,"Guests in a wheelchair or stroller are recommended to take the high-floor elevator from the first floor of Tower East You might not be able to go to the rooftop due to bad weather Re-entry is not allowed after you leave the venue For visitors with disabilities: Please purchase your ticket at the observatory counter and present a disability certificate. (same discounted price applies to one accompanying person)
Guests in a wheelchair or stroller are recommended to take the high-floor elevator from the first floor of Tower East
You might not be able to go to the rooftop due to bad weather
Re-entry is not allowed after you leave the venue
For visitors with disabilities: Please purchase your ticket at the observatory counter and present a disability certificate. (same discounted price applies to one accompanying person)",,D-1,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Experience breathtaking 360-degree panoramic views of Osaka from the Kuchu Teien Observatory, perched atop the iconic Umeda Sky Building. Capture unforgettable moments on the open-air rooftop, where the cityscape is especially enchanting at sunset or nighttime",,,Other personal expenses,,"[{img_url=TRA_57776, img_alt=Umeda Sky Building & Kuchu Teien Observatory Ticket in Osaka}]",Admission to: Umeda Sky Building Kuchu Teien Observatory Deck,,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo","CITY, ROMANTIC",
TRA_57777,Tokyo Skytree 1 Day Tour from Nishi Shinjuku LOVE statue (With Lunch),Tokyo Skytree 1 Day Tour from Nishi Shinjuku LOVE statue (With Lunch),,,Non-Refundable,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Discover Tokyo's must-see landmarks on the deluxe coach tour including a Matcha experience, Admission to TOKYO SKYTREE, and a Tokyo Bay cruise! Stroll the natural scenery at Meiji Shrine and drive past Harajuku and other major attractions en route to the Imperial Palace. Drive pass Akihabara, Ueno, and get to Asakusa where you can explore historical temples, shopping, and unique experience of matcha tea and Japanese Izakaya Lunch! In the afternoon, enjoy a 360-degree panoramic view from the TOKYO SKYTREE then finishing with relaxing Tokyo Bay Cruise (Sometimes cruise can be suspended). Return to Roppongi or Shinjuku while enjoy the night view of the Tokyo Tower. Yes we are doing this in only 1 day. Get ready for this adventure!",,,"Admission to Tokyo Skytree 'The Tembo Galleria' (450m)
Hotel pick up and drop off
Other personal expenses
No extra drop off service.",,"[{img_url=TRA_57777, img_alt=Tokyo Skytree 1 Day Tour from Nishi Shinjuku LOVE statue (With Lunch)}]","Admission to: Tokyo Bay Cruise (Except Tuesday) and Tokyo Skytree (350m Observation Deck)
Audio guide
Lunch
Round-trip transfers to and from the meet up location
WiFi on board
Sightseeing bus tour
Professional English Speaking Tour Guide
Matcha drink or Matcha gelato
Lunch, Karaage set meal a soft drink (If selected)
Main Meals: A set meal with Japanese fried chicken and Tofu. No pork, no seafood but please note that Dashi stock contains. No nuts, no crustaceans but anyone who has a seriouse allergy, please book the tour without lunch.
Vegetarian meals. When booking, please indicate the number of customers requesting vegetarian meals or gluten-free meals
Gluten free Meals: A meal with grilled chicken ,rice, miso soup and tofu
Muslim-friendly meals, Allergy-friendly meals, lactose-free meals, etc. are not available. Please book the tour without lunch.",,,Tour & activities,shared,"Family, Friend","CITY, CULTURE, HISTORY",
TRA_57778,Kyoto and Nara Day Tour(Optional upgrade to Wagyu “Kobe Beef” lunch),Kyoto and Nara Day Tour(Optional upgrade to Wagyu “Kobe Beef” lunch),,,D-1,Osaka,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Visit Fushimi Inari Shrine, known for its thousands of bright red torii gates
Head to the splendid Kinkakuji (Golden Pavilion) Temple and behold the gold-covered walls
Have the chance to feed the tame 'nodding' deer of Nara Park
Discover the Japanese national treasures of Todai-ji Temple and Daibutsu Buddha
Relax with comfortable and convenient transportation with Chinese and English-speaking tour guides
Arashiyama is famous for its lush bamboo forest and beautiful Togetsukyo Bridge, where you can enjoy the beautiful scenery throughout the four seasons.
The tour includes a prix fixe meal of Kyomachiya Pork Shabu-Shabu Shabu, a unique and delicious representative food of the Kyoto region.",,,"Meals and beverages
Other personal expenses",,"[{img_url=TRA_57778, img_alt=Kyoto and Nara Day Tour(Optional upgrade to Wagyu “Kobe Beef” lunch)}]","1 Kinkakuji ticket(s)
Toll fees
Parking fees
Tax
English-speaking guide
Round-trip transfers to and from the meet up location",,,Tour & activities,shared,"Family, Friend","CITY, CULTURE, HISTORY",
TRA_57779,Tokyo Mt. Fuji & Hakone Full-Day Guided Tour(Return by Motorcoach),Tokyo Mt. Fuji & Hakone Full-Day Guided Tour(Return by Motorcoach),,,D-1,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Discover majestic Mt. Fuji , a UNESCO World Heritage site, and the stunning Hakone area on an unforgettable day trip from Tokyo! Your adventure begins departing Shinjuku, heading towards the iconic mountain. Journey up the scenic Subaru Line to Mt. Fuji's 5th Station (2300m) for breathtaking panoramic views (weather permitting). Afterwards, savor an authentic traditional Japanese lunch (if meal plan selected; please advise of dietary needs at booking). Then, experience the volcanic wonders of Ōwakudani valley , and conclude with a spectacular Hakone Ropeway descent offering stunning vistas, leading to a picturesque cruise across beautiful Lake Ashi. A truly immersive Japanese experience awaits!
Discover majestic Mt. Fuji , a UNESCO World Heritage site, and the stunning Hakone area on an unforgettable day trip from Tokyo!
Your adventure begins departing Shinjuku, heading towards the iconic mountain. Journey up the scenic Subaru Line to Mt. Fuji's 5th Station (2300m) for breathtaking panoramic views (weather permitting). Afterwards, savor an authentic traditional Japanese lunch (if meal plan selected; please advise of dietary needs at booking).
Then, experience the volcanic wonders of Ōwakudani valley , and conclude with a spectacular Hakone Ropeway descent offering stunning vistas, leading to a picturesque cruise across beautiful Lake Ashi. A truly immersive Japanese experience awaits!",,,"Other personal expenses
Tips and gratuities",,"[{img_url=TRA_57779, img_alt=Tokyo Mt. Fuji & Hakone Full-Day Guided Tour(Return by Motorcoach)}]","Admission to: Hakone Ropeway
Admission to: Ashi Lake cruise
English-speaking professional driver/guide
Lunch
Round-trip transfers to and from the meet up location
Insurance provided by the operator
Air-conditioned bus
WiFi on board",,,Tour & activities,shared,"Family, Friend","CITY, CULTURE, HISTORY",
TRA_57780,Universal Studios Japan Express Pass,Universal Studios Japan Express Pass,,,Non-Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Make the most out of your time at Universal Studios Japan with the Express™ Pass! When combined with a park entry pass, this Express Pass allows you to effortlessly bypass lines at the rides and attractions in Universal Studios Osaka. Take your pick from a range of passes designed to skip queues at the theme park's most sought-after attractions, including Mario Kart: Koopa's Challenge, Yoshi's Adventure, Harry Potter and the Forbidden Journey, Flight of the Hippogriff, Despicable Me Minion Mayhem, The Flying Dinosaur, and Mario Kart: Koopa's Challenge™! Tailored for families seeking a day filled with excitement rather than standing in lines, this pass ensures that your visit to Universal Studios Japan is focused on thrilling experiences, not waiting around. Guarantee that the kids remember the rides, not the waits, during their Universal Studios Japan adventure.
Make the most out of your time at Universal Studios Japan with the Express™ Pass! When combined with a park entry pass, this Express Pass allows you to effortlessly bypass lines at the rides and attractions in Universal Studios Osaka. Take your pick from a range of passes designed to skip queues at the theme park's most sought-after attractions, including Mario Kart: Koopa's Challenge, Yoshi's Adventure, Harry Potter and the Forbidden Journey, Flight of the Hippogriff, Despicable Me Minion Mayhem, The Flying Dinosaur, and Mario Kart: Koopa's Challenge™!
Tailored for families seeking a day filled with excitement rather than standing in lines, this pass ensures that your visit to Universal Studios Japan is focused on thrilling experiences, not waiting around. Guarantee that the kids remember the rides, not the waits, during their Universal Studios Japan adventure.",,,"Other personal expenses
Universal Studios Ticket (Must be purchased separately)",,"[{img_url=TRA_57780, img_alt=Universal Studios Japan Express Pass}]","1 Universal Express Pass 4 - Race & JAWS
1 The Area Timed Entry Ticket: Super Nintendo World™
Admission to: Mario Kart: Koopa's Challenge (time-designated)
Admission to: Harry Potter and the Forbidden Journey™
Admission to: Despicable Me: Minion Mayhem
Admission to: [Choose One] JAWS™ OR Jurassic Park - The Ride™",,,Tickets & Attraction Passes,none,"Family, Couple","CULTURE, ADVENTURE, THRILL_SEEKER",
TRA_57781,Tokyo Tower Ticket(Morning Slot),Tokyo Tower Ticket(Morning Slot),"Eligibility:
Free for children aged 0-3
Students aged 7-15 can purchase a ""Child"" ticket (including 16-year-old junior high school students)
Students aged 16-18 can purchase a ""Youth"" ticket (including 18-year-old senior high school students)
Customers with a disability certificate will be required to purchase a ticket at the regular price. On the day of your reservation, the Operations Center will check your certificate and refund the difference in price",,Free Cancel,Tokyo,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Standing at 333 meters tall, Tokyo Tower offers unforgettable ways to enjoy the iconic heights from its two observation decks: the Tokyo Tower Main Observatory and the Tokyo Tower Top Deck",,,Other personal expenses,,"[{img_url=TRA_57781, img_alt=Tokyo Tower Ticket}]","1 Main Deck (150m) + Top Deck (250m) ticket(s)
Morning Slot",,,Tickets & Attraction Passes,none,Family,CITY,
TRA_57782,Hiroshima & Miyajima 1 Day Bus Tour(Round-Trip by Shinkansen from Osaka),Hiroshima & Miyajima 1 Day Bus Tour(Round-Trip by Shinkansen from Osaka),,,D-7,Osaka,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"The visit to Golden Pavilion is limited to tours without meals included. Embark on an enriching journey through Kyoto and Nara prefecture. Begin at VIP Villa Namba or Kyoto VIP Lounge. Marvel at the iconic vermilion torii gates as you stroll through Mount Inari's forest. The first stop is Arashiyama. In addition to enjoying the beautiful scenery of the four seasons, Arashiyama is also famous for its bamboo forest paths formed by towering green bamboos and the beautiful Togetsukyo Bridge. Then, visit Kinkakuji, once the shogun's villa, now a Zen temple. Nara Park awaits, home to over 1,200 deer and Tōdai-ji Temple, a breathtaking World Heritage site. Conclude your tour with a return bus journey to Kyoto or Osaka, cherishing the memories of Japan's cultural and natural wonders.",,,Other personal expenses and services not mentioned in the incusions,,"[{img_url=TRA_57782, img_alt=Hiroshima & Miyajima 1 Day Bus Tour(Round-Trip by Shinkansen from Osaka)}]","English-speaking guide
Lunch
Air-conditioned bus
Entrance fee of Itsukushima shrine
Entrance fee of Hiroshima Peace Memorial Museum
Shinkansen ticket (Round trip / Shin-Osaka ⇔ Hiroshima)
Miyajima Ferry ticket",,,Tour & activities,shared,"Family, Friend","CULTURE, HISTORY, NATURE",
TRA_57783,Kyoto Amanohashidate & Miyama Village: Includes boat cruise + cable car + crab lunch (pickup/drop-off in Osaka or Kyoto),Kyoto Amanohashidate & Miyama Village: Includes boat cruise + cable car + crab lunch (pickup/drop-off in Osaka or Kyoto),,,D-2,"Osaka, Kyoto",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,Kyoto Amanohashidate & Miyama Village: Includes boat cruise + cable car + crab lunch (pickup/drop-off in Osaka or Kyoto),,,Other personal expenses and services not mentioned in the inclusions,,"[{img_url=TRA_57783, img_alt=Kyoto Amanohashidate & Miyama Village: Includes boat cruise + cable car + crab lunch (pickup/drop-off in Osaka or Kyoto)}]","Host: Chinese, English
Transport: Coach
Meals: Lunch
Admission: Chionji Temple, Amanohashidate Sightseeing Boat Pier, Amanohashidate Chairlift and Monorail, Amanohashidate, Amanohashidate Kasamatsu Park
Tax & discounts",,,Tour & activities,shared,Couple,"CITY, CULTURE",
TRA_57784,Tokyo Subway Ticket(24 hours · None · E-ticket ),Tokyo Subway Ticket(24 hours · None · E-ticket ),,,D-7,Tokyo,ACTIVITY_WITH_ONLY_TICKET,Japan,,"The Tokyo Subway Ticket offers unbeatable convenience for exploring Tokyo. Enjoy unlimited travel across Tokyo Metro and Toei Subway lines, including the Ginza Line and Yurakucho Line. Whether you're visiting famous districts like Shibuya or Shinjuku, you'll have unlimited rides on the Tokyo subway. The Tokyo Subway Ticket provides a hassle-free experience as you breeze through the ticket gates without having to worry about your remaining balance, you only have to keep in mind the hours it's valid for which will be printed on the back of your pass.",,,"JR Lines (including Yamanote line)
Other private railways",,"[{img_url=TRA_57784, img_alt=Tokyo Subway Ticket(24 hours · None · E-ticket )}]","24-hour travel card
Unlimited access to Tokyo Metro Lines and Toei subway lines",,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo",LUXURY,
TRA_57785,Tokyo Subway Ticket(48 hours · None · E-ticket ),Tokyo Subway Ticket(48 hours · None · E-ticket ),,,Non-Refundable,Tokyo,ACTIVITY_WITH_ONLY_TICKET,Japan,,"The Tokyo Subway Ticket offers unbeatable convenience for exploring Tokyo. Enjoy unlimited travel across Tokyo Metro and Toei Subway lines, including the Ginza Line and Yurakucho Line. Whether you're visiting famous districts like Shibuya or Shinjuku, you'll have unlimited rides on the Tokyo subway. The Tokyo Subway Ticket provides a hassle-free experience as you breeze through the ticket gates without having to worry about your remaining balance, you only have to keep in mind the hours it's valid for which will be printed on the back of your pass.",,,"JR Lines (including Yamanote line)
Other private railways",,"[{img_url=TRA_57785, img_alt=Tokyo Subway Ticket(48 hours · None · E-ticket )}]","48-hour travel card
Unlimited access to Tokyo Metro Lines and Toei subway lines",,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo",LUXURY,
TRA_57786,"Tokyo City, Private Customized Day Trip with English-speaking Driver","Tokyo City, Private Customized Day Trip with English-speaking Driver","
Eligibility:
Group size: 1-13 participant(s)",,D-1,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Embark on a Tokyo adventure like no other with your exclusive English-speaking chauffeur, escaping the city's bustling crowds and public transport hassles. Craft your tailor-made itinerary and explore iconic attractions like Tsukiji Fish Market, Tokyo Tower, and the tranquil Meiji Jingu Shrine. Immerse yourself in Tokyo's grandeur, from its vibrant markets to its towering landmarks, all while savoring the freedom to explore at your own tempo. This customized car trip promises an unforgettable Tokyo experience, granting you the autonomy to savor every moment",,,"Tour guide
Admission to attractions
Meals and beverages
Other personal expenses",,"[{img_url=TRA_57786, img_alt=Tokyo City, Private Customized Day Trip with English-speaking Driver}]","Standard car (max. capacity 5 people)
English-speaking driver
Round-trip transfers to and from your hotel in Tokyo's 23 wards",,,Tour & activities,private,Friend,"CITY, CULTURE, HISTORY",
TRA_57790,Mount Fuji One-Day Tour: Kawaguchiko Tenjozan Park with Ropeway & Arakurayama Sengen Park & Nichikawa Clock Shop & Lawson Convenience Store & Oishi Park (Departing from Tokyo),Mount Fuji One-Day Tour: Kawaguchiko Tenjozan Park with Ropeway & Arakurayama Sengen Park & Nichikawa Clock Shop & Lawson Convenience Store & Oishi Park (Departing from Tokyo),"Eligibility: Free for children aged 0-2 as long as they will not occupy separate seats Children aged 0-17 must be accompanied by a paying adult Children aged 3+ will be charged the same rate as adults Seniors aged 70+ should present a medical certificate before participating
Free for children aged 0-2 as long as they will not occupy separate seats
Children aged 0-17 must be accompanied by a paying adult
Children aged 3+ will be charged the same rate as adults
Seniors aged 70+ should present a medical certificate before participating",,D-1,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Kawaguchiko Tenjo-yama Park | A superb vantage point to overlook Mount Fuji and the lake Located at the highest point of Lake Kawaguchiko, take the Tenjo-yama Ropeway directly to the observation deck to take in the full view of Mount Fuji and the scenery of Lake Kawaguchiko. Looking out from above, every frame is a stunning and healing natural painting. Kawaguchiko Oishi Park | The Four Seasons Fairy Tale of Mount Fuji Sitting by the lake, gazing at the perpetually snow-capped peak of Mount Fuji. Cherry blossoms in spring, purple lavender in summer, autumn leaves, and winter snow—the most beautiful aspects of all four seasons are hidden here. Mount Arakura Sengen Park | A photographer's secret Mount Fuji viewing spot Climb to the observation deck to capture the grandeur of Mount Fuji and the Chureito Pagoda in the same frame. Cherry blossoms cover the mountains in spring, and red leaves dye them in autumn; every season is an unrepeatable wonderland. Fujiyoshida Old Town | A Sky Ladder Town Walking in the Clouds Stroll through the streets filled with Showa-era charm, and look up to see the majestic Mount Fuji. Retro shops, nostalgic street scenes, and distant mountains complement each other, with every corner exuding a gentle Japanese ambiance. Mount Fuji Lawson Convenience Store | A Dreamy Collision of Modernity and Nature This convenience store beneath the snowy mountain has become a viral check-in landmark across the internet. Every casual shot is a Japanese-style blockbuster, capturing the most special moments of Mount Fuji. One trip, multiple experiences! These hidden gem attractions are strung together to create a beautiful Mount Fuji journey, allowing you to immerse yourself in the romance and soul of Mount Fuji amidst natural splendor, millennia of heritage, and the hustle and bustle of human life.
Kawaguchiko Tenjo-yama Park | A superb vantage point to overlook Mount Fuji and the lake Located at the highest point of Lake Kawaguchiko, take the Tenjo-yama Ropeway directly to the observation deck to take in the full view of Mount Fuji and the scenery of Lake Kawaguchiko. Looking out from above, every frame is a stunning and healing natural painting.
Kawaguchiko Oishi Park | The Four Seasons Fairy Tale of Mount Fuji Sitting by the lake, gazing at the perpetually snow-capped peak of Mount Fuji. Cherry blossoms in spring, purple lavender in summer, autumn leaves, and winter snow—the most beautiful aspects of all four seasons are hidden here.
Mount Arakura Sengen Park | A photographer's secret Mount Fuji viewing spot Climb to the observation deck to capture the grandeur of Mount Fuji and the Chureito Pagoda in the same frame. Cherry blossoms cover the mountains in spring, and red leaves dye them in autumn; every season is an unrepeatable wonderland.
Fujiyoshida Old Town | A Sky Ladder Town Walking in the Clouds Stroll through the streets filled with Showa-era charm, and look up to see the majestic Mount Fuji. Retro shops, nostalgic street scenes, and distant mountains complement each other, with every corner exuding a gentle Japanese ambiance.
Mount Fuji Lawson Convenience Store | A Dreamy Collision of Modernity and Nature This convenience store beneath the snowy mountain has become a viral check-in landmark across the internet. Every casual shot is a Japanese-style blockbuster, capturing the most special moments of Mount Fuji.
One trip, multiple experiences! These hidden gem attractions are strung together to create a beautiful Mount Fuji journey, allowing you to immerse yourself in the romance and soul of Mount Fuji amidst natural splendor, millennia of heritage, and the hustle and bustle of human life.",,,"Meals and beverages
Other personal expenses
Tips and gratuities
Insurance",,"[{img_url=TRA_57790, img_alt=Mount Fuji One-Day Tour: Kawaguchiko Tenjozan Park with Ropeway & Arakurayama Sengen Park & Nichikawa Clock Shop & Lawson Convenience Store & Oishi Park (Departing from Tokyo)}]","Admission to: Kawaguchiko Tenjozan Park (including ropeway fee)
English / Chinese-speaking guide
Round-trip transfers to and from the meet up location
Toll fees
Parking fees
Fuel fees",,,Tour & activities,shared,Family,"CULTURE, HISTORY, NATURE",
